Time,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ
41.676,0.62,0.25,-0.25,16,31,-16
41.678,0.62,0.12,-0.12,31,31,-16
41.680,0.75,0.00,-0.12,31,47,-16
41.682,0.88,-0.12,-0.12,31,47,-16
41.684,1.00,-0.12,-0.12,16,63,-16
41.686,1.12,-0.12,-0.12,16,63,-16
41.688,1.12,-0.12,-0.25,16,63,-16
41.690,1.12,0.00,-0.38,16,63,-16
41.692,0.88,0.12,-0.38,0,63,-16
41.694,0.50,0.12,-0.38,0,63,-16
41.696,0.12,0.12,-0.25,0,63,-16
41.698,-0.25,0.00,0.00,16,63,-16
41.700,-0.25,-0.12,0.25,16,63,-16
41.702,-0.12,-0.25,0.50,16,78,-16
41.704,0.00,-0.25,0.75,16,94,-16
41.706,0.12,-0.25,0.88,16,109,-16
41.880,1.12,0.12,-0.25,16,-16,0
41.882,1.00,0.12,-0.25,16,0,0
41.884,1.00,0.12,-0.25,16,0,0
41.886,1.12,0.12,-0.25,16,0,0
41.888,1.12,0.00,-1.00,0,0,0
41.890,-0.25,-0.12,-3.00,0,0,0
41.892,-2.25,-0.50,-6.25,-31,-47,16
41.894,-5.38,-0.88,-10.88,-78,-156,16
41.896,-7.88,-2.00,-16.00,-156,-297,16
41.898,-9.12,-2.25,-16.00,-297,-422,31
41.900,-8.75,-0.50,-15.38,-313,-328,-16
41.902,-7.62,0.25,-7.88,141,391,-63
41.904,-3.50,0.75,-2.62,281,656,0
41.906,0.12,0.38,0.88,266,859,16
41.908,0.25,-0.50,5.75,203,1047,0
41.910,4.50,0.38,5.75,234,1000,-16
41.912,8.75,1.00,13.38,313,859,-47
41.914,15.88,2.12,12.12,313,578,-78
41.916,15.12,1.50,6.00,-94,219,-203
41.918,7.12,1.12,5.75,-203,359,-156
41.920,3.12,0.38,2.12,-266,219,-94
41.922,0.75,-0.25,-1.00,-391,125,-31
41.924,0.12,-0.12,-0.75,-375,109,-16
41.926,-0.12,0.38,0.38,-234,219,-16
41.928,-0.75,0.62,1.88,-78,406,-47
41.930,-2.25,0.50,2.88,16,578,-94
41.932,-2.62,0.75,3.75,31,500,-109
41.934,-1.38,0.25,0.50,-94,266,-47
41.936,0.75,0.50,-1.75,-219,94,0
41.938,2.50,1.12,-2.00,-219,31,31
41.940,2.88,2.00,-0.88,-156,78,47
41.942,3.75,2.38,0.88,-47,125,31
41.944,4.50,2.50,2.12,16,63,0
41.946,5.12,2.38,3.12,109,-47,-63
41.948,5.38,2.12,3.62,94,-78,-63
41.950,5.38,1.88,3.62,78,-94,-16
41.952,4.88,1.38,3.38,47,-125,16
41.954,4.12,0.75,3.12,31,-172,47
41.956,3.50,0.75,3.38,47,-219,47
41.958,3.00,0.50,3.62,63,-266,47
41.960,2.50,0.25,3.88,63,-281,47
41.962,2.12,0.12,3.75,63,-281,63
41.964,1.50,-0.12,3.25,31,-281,63
41.966,0.62,-0.25,2.62,0,-297,78
41.968,-0.12,-0.12,2.00,-16,-297,94
41.970,-0.62,0.00,1.62,-31,-313,109
41.972,-1.50,-0.12,0.88,-31,-281,109
41.974,-2.25,-0.38,0.25,-16,-219,78
41.976,-3.00,0.25,0.25,47,-250,78
41.978,-3.50,-0.38,-0.88,47,-344,78
41.980,-3.88,-0.50,-1.12,-16,-391,109
41.982,-3.62,-0.12,-1.25,-16,-359,125
41.984,-1.88,0.12,-0.62,0,-281,109
41.986,-0.50,-0.38,-0.25,16,-203,63
41.988,0.00,-0.50,0.38,47,-156,31
41.990,0.50,-0.62,0.50,63,-203,31
41.992,1.00,-0.62,0.62,47,-250,16
41.994,1.12,-0.38,0.50,16,-250,0
41.996,1.50,-0.25,0.25,0,-234,-16
41.998,2.12,0.12,0.62,-16,-219,-31
42.000,3.50,0.50,0.50,0,-234,-16
42.002,3.88,0.75,1.12,16,-281,16
42.004,3.88,0.75,0.88,31,-250,47
42.006,2.75,0.25,0.38,16,-250,47
42.008,2.25,0.12,-0.25,16,-250,47
42.010,1.88,0.12,-0.62,0,-281,31
42.012,1.62,0.25,-0.75,0,-266,31
42.014,1.25,0.00,-1.12,0,-250,31
42.016,1.00,0.00,-1.50,16,-234,31
42.018,0.50,0.00,-1.75,16,-250,16
42.020,-0.38,0.00,-2.25,0,-250,16
42.022,-1.00,0.00,-2.25,0,-266,16
42.024,-1.50,-0.12,-2.00,16,-250,16
42.026,-1.62,-0.25,-1.25,31,-203,16
42.028,-2.12,-0.50,-1.00,47,-156,0
42.030,-2.25,-1.00,-1.25,47,-94,16
42.032,-1.75,-0.88,-1.62,16,-63,31
42.034,-0.25,0.00,-1.75,0,-63,0
42.036,0.00,0.25,-1.62,-16,-16,0
42.038,0.25,0.25,-1.50,0,0,0
42.040,0.38,0.00,-1.25,16,0,0
42.042,0.50,-0.25,-1.00,31,16,-16
42.044,0.62,-0.38,-1.00,31,31,-16
42.046,0.75,-0.38,-1.00,31,47,-16
42.048,0.62,-0.50,-1.00,16,78,-16
42.050,0.38,-0.50,-1.00,0,78,-16
42.052,0.12,-0.50,-1.00,0,94,-16
42.054,0.00,-0.50,-1.12,0,109,-16
42.056,-0.12,-0.50,-1.25,0,125,-16
42.058,-0.25,-0.50,-1.38,-16,141,-16
42.060,-0.38,-0.38,-1.25,-16,141,-16
42.062,-0.38,-0.38,-1.12,-16,172,-31
42.064,-0.25,-0.38,-0.88,-16,188,-31
42.066,0.00,-0.25,-0.75,-16,203,-31
42.068,0.12,-0.12,-0.62,-31,203,-31
42.070,0.25,0.00,-0.50,-31,219,-31
42.072,0.50,0.00,-0.38,-31,234,-31
42.074,0.75,0.00,-0.25,-31,234,-31
42.076,0.88,0.12,-0.12,-31,250,-31
42.078,1.00,0.12,0.12,-31,250,-31
42.080,1.00,0.12,0.38,-31,250,-31
42.082,1.00,0.12,0.62,-16,250,-31
42.084,0.88,0.12,0.88,-16,250,-31
42.086,0.88,0.12,1.00,-16,250,-31
42.088,0.88,0.12,1.00,-31,250,-31
42.090,0.75,0.25,1.00,-31,250,-31
42.092,0.75,0.25,1.00,-47,250,-31
42.094,0.75,0.25,1.00,-31,250,-31
42.096,0.75,0.25,1.00,-31,250,-31
42.098,0.88,0.38,1.12,-31,250,-31
42.100,1.00,0.38,1.12,-31,234,-31
42.102,1.12,0.38,1.12,-31,250,-31
42.104,1.25,0.25,1.25,-31,234,-31
42.106,1.38,0.25,1.25,-31,219,-31
42.108,1.50,0.25,1.25,-31,203,-16
42.110,1.62,0.25,1.25,-16,203,-16
42.112,1.75,0.25,1.38,-16,188,-16
42.114,1.88,0.25,1.38,-16,172,-16
42.116,2.00,0.25,1.50,-16,156,-16
42.118,1.88,0.25,1.62,-16,141,-16
42.120,1.88,0.25,1.75,-16,109,0
42.122,1.88,0.38,1.75,-16,94,0
42.124,2.00,0.38,1.88,-16,78,0
42.126,2.00,0.38,1.88,-16,63,0
42.128,2.00,0.50,1.75,-16,47,0
42.130,2.00,0.50,1.75,-16,31,0
42.132,2.12,0.50,1.88,-16,16,0
42.134,2.12,0.50,1.88,0,0,0
42.136,2.12,0.50,1.88,0,-16,0
42.138,2.12,0.38,1.88,0,-31,0
42.140,2.00,0.38,1.88,0,-47,0
42.142,1.88,0.38,1.75,0,-63,0
42.144,1.75,0.38,1.62,0,-78,16
42.146,1.62,0.38,1.62,0,-94,16
42.148,1.50,0.38,1.62,16,-94,16
42.150,1.38,0.38,1.50,16,-125,16
42.152,1.38,0.38,1.50,16,-125,16
42.154,1.25,0.25,1.38,16,-141,16
42.156,1.25,0.25,1.25,16,-141,16
42.158,1.25,0.25,1.12,16,-156,16
42.160,1.25,0.25,1.00,16,-156,16
42.162,1.38,0.25,0.88,16,-172,16
42.164,1.38,0.25,0.75,31,-172,16
42.166,1.38,0.25,0.75,31,-188,16
42.168,1.25,0.12,0.62,31,-188,16
42.170,1.25,0.12,0.50,31,-203,16
42.172,1.25,0.12,0.38,31,-203,16
42.174,1.12,0.12,0.25,31,-219,16
42.176,1.00,0.12,0.25,31,-219,31
42.178,0.75,0.00,0.12,31,-234,31
42.180,0.62,0.00,0.12,31,-234,31
42.182,0.50,0.00,0.12,31,-234,31
42.184,0.50,-0.12,0.12,31,-234,16
42.186,0.38,-0.12,0.12,31,-219,16
42.188,0.25,0.00,0.00,31,-219,16
42.190,0.12,0.00,0.00,31,-219,16
42.192,0.12,-0.12,-0.12,31,-203,16
42.194,0.12,-0.12,-0.25,31,-203,16
42.196,0.12,-0.12,-0.38,16,-188,16
42.198,0.12,-0.12,-0.38,16,-172,16
42.200,0.12,-0.12,-0.50,16,-172,16
42.202,0.25,-0.12,-0.50,31,-156,16
42.204,0.50,-0.25,-0.50,31,-141,0
42.206,0.62,-0.12,-0.75,16,-125,0
42.208,0.62,-0.25,-1.00,16,-109,0
42.210,0.62,-0.12,-1.12,0,-109,0
42.212,0.62,-0.12,-1.12,0,-109,0
42.214,0.50,-0.12,-1.00,16,-94,0
42.216,0.38,-0.12,-1.00,16,-94,0
42.218,0.38,-0.12,-1.00,16,-78,0
42.220,0.38,-0.12,-1.00,16,-78,0
42.222,0.38,-0.12,-1.12,0,-47,0
42.224,0.38,-0.12,-1.12,0,-47,0
42.226,0.38,0.00,-1.12,0,-31,0
42.228,0.38,0.00,-1.00,0,-16,0
42.230,0.38,0.00,-1.00,0,-16,0
42.232,0.50,0.00,-0.88,0,0,0
42.234,0.50,0.00,-1.00,0,16,-16
42.236,0.50,0.12,-1.00,0,31,-16
42.238,0.38,0.12,-1.00,0,47,-16
42.898,1.00,0.12,0.12,0,-16,0
42.900,1.00,0.12,0.12,0,-16,0
42.902,1.00,0.12,0.12,0,-16,0
42.904,1.38,0.00,0.00,0,-16,0
42.906,1.25,0.12,-1.38,0,-16,0
42.908,-1.25,-1.00,-4.25,-16,-31,16
42.910,-3.88,-1.38,-7.88,-47,-94,16
42.912,-7.25,-2.38,-14.75,-94,-219,31
42.914,-10.12,-3.75,-16.00,-219,-391,47
42.916,-10.25,-1.50,-16.00,-422,-469,63
42.918,-7.62,1.12,-11.12,0,313,-78
42.920,-4.00,1.00,-4.38,281,719,-63
42.922,0.12,0.62,0.62,391,953,-47
42.924,0.38,-0.12,6.62,375,1109,-31
42.926,3.50,0.50,7.62,375,1047,-47
42.928,7.00,1.25,12.38,406,844,-63
42.930,12.25,0.50,11.88,359,531,-63
42.932,12.75,0.00,8.00,172,172,-94
42.934,5.88,0.00,5.75,-188,281,-78
42.936,2.25,0.00,3.12,-219,344,-78
42.938,0.50,0.00,1.25,-313,359,-78
42.940,0.25,0.12,0.38,-344,297,-63
42.942,0.12,0.38,0.25,-266,297,-78
42.944,0.12,0.25,1.12,-109,375,-109
42.946,0.25,0.50,1.88,16,438,-125
42.948,2.62,0.12,1.75,-16,328,-78
42.950,3.38,0.12,1.12,-94,250,-31
42.952,3.38,0.88,1.38,-109,188,-16
42.954,2.38,1.25,1.38,-94,125,-31
42.956,1.88,1.38,1.25,-109,47,-31
42.958,2.00,1.50,1.62,-109,-16,-16
42.960,2.75,1.75,2.62,-63,-31,-31
42.962,3.12,2.12,3.38,31,31,-63
42.964,3.38,2.62,4.12,31,16,-63
42.966,3.50,2.62,4.12,31,-47,-47
42.968,3.50,2.12,3.75,0,-125,-31
42.970,3.38,1.50,3.62,0,-172,0
42.972,3.12,1.12,3.62,16,-188,16
42.974,2.75,0.88,3.50,47,-172,31
42.976,2.12,0.75,3.12,47,-219,63
42.978,1.38,0.75,2.62,31,-250,63
42.980,0.88,0.62,2.12,16,-281,63
42.982,0.12,0.38,1.62,16,-281,63
42.984,-0.12,0.25,1.50,16,-250,63
42.986,-0.38,0.25,1.50,16,-219,63
42.988,-0.75,0.12,2.00,16,-219,63
42.990,-1.12,-0.25,1.25,16,-203,63
42.992,-1.50,-0.38,1.38,31,-219,63
42.994,-2.00,-0.50,1.00,47,-219,63
42.996,-2.12,-0.75,0.62,47,-250,78
42.998,-0.75,-0.25,0.62,31,-281,78
43.000,-0.12,0.00,1.00,31,-266,78
43.002,0.50,-0.12,1.50,31,-203,63
43.004,1.00,-0.12,1.62,47,-203,47
43.006,1.88,0.00,1.75,47,-219,47
43.008,3.00,0.00,1.25,47,-234,63
43.010,4.00,0.00,1.12,31,-250,78
43.012,4.62,-0.12,1.00,31,-234,78
43.014,4.25,-0.25,0.62,31,-250,78
43.016,2.38,0.12,0.75,16,-281,78
43.018,1.50,0.00,0.50,16,-297,47
43.020,0.88,0.12,0.50,0,-359,31
43.022,0.12,0.12,0.50,16,-328,31
43.024,-0.38,0.00,0.12,16,-266,31
43.026,-0.50,-0.12,-0.38,16,-250,16
43.028,-0.75,-0.25,-0.62,0,-266,16
43.030,-0.88,-0.50,-0.75,0,-266,16
43.032,-1.12,-0.62,-1.00,16,-234,16
43.034,-1.38,-0.75,-1.25,0,-203,16
43.036,-1.50,-0.88,-1.62,0,-188,31
43.038,-1.12,-0.62,-2.00,-16,-188,31
43.040,-1.00,-0.12,-2.25,-16,-172,16
43.042,-1.50,0.25,-2.12,-31,-156,0
43.044,-1.62,0.25,-2.00,-16,-141,16
43.046,-1.62,0.12,-1.62,0,-141,0
43.048,-1.25,0.00,-1.38,31,-109,0
43.050,-0.50,0.00,-1.25,31,-47,0
43.052,-0.12,0.00,-1.25,16,-16,-16
43.054,0.12,0.12,-1.38,16,0,-16
43.056,0.25,0.12,-1.38,16,0,-16
43.058,0.38,0.00,-1.12,16,0,-16
43.060,0.50,-0.12,-0.88,31,16,-16
43.062,0.62,-0.25,-0.62,31,31,-16
43.064,0.62,-0.25,-0.62,31,63,-16
43.066,0.50,-0.12,-0.88,16,78,-16
43.068,0.50,-0.12,-1.12,0,78,-16
43.070,0.38,-0.12,-1.25,0,78,-16
43.072,0.25,-0.12,-1.25,0,94,-16
43.074,0.12,-0.25,-1.12,16,109,-16
43.076,-0.12,-0.25,-1.00,16,109,-16
43.078,-0.38,-0.25,-0.88,0,125,-31
43.080,-0.75,-0.25,-0.75,0,141,-31
43.082,-0.88,-0.25,-0.50,0,141,-31
43.084,-1.00,-0.25,-0.25,0,156,-31
43.086,-0.75,-0.25,-0.12,0,188,-31
43.088,-0.50,-0.25,0.12,0,203,-31
43.090,-0.25,-0.25,0.38,0,219,-31
43.092,0.12,-0.12,0.62,0,250,-31
43.094,0.50,0.00,0.75,-16,266,-31
43.096,1.00,0.12,0.88,-16,266,-47
43.098,1.50,0.12,1.00,-16,281,-47
43.100,1.88,0.25,1.00,-31,281,-31
43.102,1.88,0.38,1.12,-31,266,-47
43.104,1.88,0.38,1.12,-16,266,-47
43.106,1.62,0.38,1.25,-16,250,-47
43.108,1.50,0.25,1.38,-16,234,-31
43.110,1.50,0.25,1.38,-16,219,-31
43.112,1.50,0.25,1.38,-16,219,-31
43.114,1.38,0.25,1.25,-16,219,-31
43.116,1.12,0.25,1.25,-16,203,-31
43.118,1.00,0.25,1.25,-31,203,-31
43.120,1.00,0.25,1.25,-31,188,-31
43.122,1.00,0.25,1.38,-16,172,-31
43.124,1.00,0.25,1.50,-16,172,-31
43.126,1.00,0.38,1.50,-16,156,-31
43.128,0.88,0.38,1.62,-16,156,-31
43.130,1.00,0.38,1.62,-16,141,-31
43.132,1.25,0.38,1.75,-16,141,-31
43.134,1.38,0.38,1.88,-16,125,-31
43.136,1.62,0.38,1.88,-16,125,-31
43.138,1.88,0.38,2.00,-16,109,-31
43.140,1.88,0.50,2.12,-16,94,-16
43.142,2.00,0.50,2.12,-16,78,-16
43.144,2.12,0.62,2.12,-16,47,-16
43.146,2.12,0.75,2.12,-16,31,-16
43.148,2.25,0.75,2.12,-16,16,-16
43.150,2.25,0.75,2.12,0,0,-16
43.152,2.25,0.75,2.12,0,-16,-16
43.154,2.12,0.75,2.00,0,-31,0
43.156,1.88,0.75,2.00,0,-47,0
43.158,1.75,0.62,2.00,0,-63,0
43.160,1.62,0.75,1.88,0,-78,0
43.162,1.50,0.75,1.88,0,-94,0
43.164,1.50,0.75,1.75,16,-94,16
43.166,1.38,0.75,1.62,16,-125,16
43.168,1.38,0.75,1.50,16,-125,16
43.170,1.38,0.75,1.50,16,-141,16
43.172,1.38,0.62,1.50,16,-156,16
43.174,1.38,0.62,1.50,31,-156,16
43.176,1.38,0.50,1.38,31,-156,16
43.178,1.38,0.50,1.38,31,-172,16
43.180,1.38,0.50,1.25,31,-188,16
43.182,1.38,0.50,1.12,31,-188,16
43.184,1.38,0.50,1.00,31,-203,16
43.186,1.25,0.50,0.88,31,-203,16
43.188,1.25,0.38,0.88,31,-219,16
43.190,1.25,0.38,0.75,31,-219,31
43.192,1.12,0.25,0.62,47,-219,31
43.194,1.00,0.25,0.50,47,-234,31
43.196,0.88,0.25,0.38,47,-234,31
43.198,0.75,0.25,0.25,31,-250,31
43.200,0.62,0.12,0.12,31,-250,31
43.202,0.50,0.12,0.00,31,-250,16
43.204,0.38,0.00,0.00,31,-250,16
43.206,0.25,-0.12,-0.12,31,-250,16
43.208,0.25,-0.12,-0.12,47,-234,16
43.210,0.00,0.00,-0.12,31,-234,16
43.212,0.00,-0.12,-0.25,31,-234,16
43.214,0.00,-0.12,-0.25,31,-219,16
43.216,0.12,-0.25,-0.38,31,-219,16
43.218,0.12,-0.25,-0.50,16,-203,16
43.220,0.12,-0.12,-0.50,16,-188,16
43.222,0.12,0.00,-0.62,16,-188,16
43.224,0.25,0.00,-0.75,0,-172,16
43.226,0.25,0.00,-0.75,0,-156,16
43.228,0.38,0.12,-0.88,0,-156,16
43.230,0.50,0.25,-1.00,0,-141,16
43.232,0.50,0.38,-1.12,0,-141,16
43.234,0.38,0.38,-1.25,0,-125,0
43.236,0.50,0.38,-1.25,0,-125,0
43.238,0.50,0.38,-1.25,0,-94,0
43.240,0.50,0.38,-1.25,0,-94,0
43.242,0.38,0.38,-1.25,0,-78,0
43.244,0.38,0.38,-1.25,0,-78,0
43.246,0.38,0.38,-1.25,0,-63,0
43.248,0.50,0.38,-1.25,0,-63,0
43.250,0.50,0.38,-1.25,0,-47,0
43.252,0.50,0.38,-1.25,0,-16,0
43.254,0.62,0.38,-1.25,0,-16,0
43.256,0.62,0.38,-1.25,16,0,0
43.900,1.00,0.12,0.00,-16,0,16
43.902,1.00,0.12,0.00,-16,0,16
43.904,1.00,0.12,0.00,-16,0,16
43.906,0.75,0.00,-0.38,-16,0,16
43.908,-0.25,0.38,-1.50,-16,-16,16
43.910,-1.50,0.62,-3.00,-31,-47,16
43.912,-3.00,0.00,-5.62,-63,-78,16
43.914,-3.62,-1.12,-9.12,-78,-141,0
43.916,-4.38,-2.50,-11.50,-78,-188,-16
43.918,-5.25,-2.75,-10.62,-47,-219,-47
43.920,-6.50,-3.00,-9.12,78,-31,-63
43.922,-5.50,-3.38,-6.38,94,203,-63
43.924,-2.38,-2.88,-3.38,125,391,-47
43.926,0.38,-1.62,-0.62,141,563,-47
43.928,0.50,-1.25,3.12,109,719,-31
43.930,2.38,-0.88,3.88,63,797,-31
43.932,6.00,-0.25,5.38,47,656,-78
43.934,8.75,1.12,5.50,16,281,-203
43.936,12.12,2.62,4.25,-78,188,-266
43.938,9.50,4.00,3.00,-188,281,-297
43.940,5.00,2.88,1.38,-234,359,-250
43.942,3.25,1.88,0.50,-203,250,-172
43.944,2.00,1.25,0.88,-125,141,-109
43.946,0.50,0.88,1.88,-31,156,-63
43.948,-0.25,0.50,2.50,0,250,-47
43.950,-0.38,0.25,2.75,-31,344,-47
43.952,-0.50,0.25,2.38,-63,375,-63
43.954,-1.00,0.12,1.38,-78,391,-78
43.956,-0.62,0.38,0.12,-94,359,-78
43.958,1.38,1.00,-0.75,-109,234,-47
43.960,2.50,1.50,-0.62,-125,125,-31
43.962,2.88,2.00,0.50,-94,78,-16
43.964,3.25,2.12,1.75,47,63,-47
43.966,3.62,2.00,2.38,78,31,-47
43.968,3.75,1.62,2.62,63,-16,-16
43.970,3.62,1.50,2.50,47,-47,16
43.972,3.38,1.38,2.25,31,-63,31
43.974,3.12,1.00,2.25,16,-94,47
43.976,3.12,0.62,2.62,31,-125,47
43.978,2.88,0.25,2.88,78,-156,63
43.980,2.38,0.00,3.25,78,-172,78
43.982,1.75,0.00,3.25,63,-188,78
43.984,1.12,0.00,2.88,47,-234,94
43.986,0.25,0.12,2.38,0,-250,78
43.988,-0.38,0.00,2.00,-31,-234,78
43.990,-0.62,0.00,1.62,-47,-219,78
43.992,-1.00,0.00,1.38,-16,-188,78
43.994,-1.38,-0.12,1.12,0,-172,63
43.996,-1.50,0.00,1.12,16,-188,63
43.998,-1.62,-0.25,0.88,16,-203,63
44.000,-1.25,-0.38,0.75,0,-203,63
44.002,-0.25,-0.12,1.00,0,-203,63
44.004,0.12,-0.12,1.25,16,-172,63
44.006,0.88,-0.12,1.25,0,-156,63
44.008,1.62,-0.12,1.12,0,-172,63
44.010,2.12,0.00,1.12,0,-172,63
44.012,2.62,0.12,1.12,0,-172,63
44.014,3.12,0.25,0.88,0,-172,63
44.016,3.50,0.62,0.75,-16,-188,78
44.018,3.25,1.00,0.75,-16,-203,78
44.020,2.12,1.00,0.62,-16,-203,63
44.022,1.38,0.88,0.38,0,-250,63
44.024,0.75,0.62,0.25,16,-250,63
44.026,0.25,0.50,0.25,16,-234,47
44.028,0.00,0.25,0.12,31,-219,47
44.030,-0.38,0.12,-0.12,31,-203,47
44.032,-0.62,0.00,-0.12,31,-188,47
44.034,-0.88,-0.12,-0.25,31,-172,31
44.036,-1.00,-0.38,-0.38,47,-141,31
44.038,-1.12,-0.50,-0.62,47,-125,31
44.040,-1.00,-0.75,-1.00,31,-109,31
44.042,-0.38,-0.75,-1.25,16,-94,31
44.044,0.25,-0.75,-1.25,31,-78,31
44.046,0.62,-0.62,-1.12,31,-63,31
44.048,0.88,-0.75,-1.12,31,-47,31
44.050,0.75,-0.75,-1.12,31,-47,31
44.052,0.50,-0.62,-1.12,31,-63,31
44.054,0.00,-0.50,-1.25,16,-63,16
44.056,-0.38,-0.50,-1.25,16,-63,16
44.058,-0.75,-0.50,-1.12,16,-63,0
44.060,-0.75,-0.62,-1.00,16,-47,0
44.062,-0.62,-0.62,-0.75,16,-31,-16
44.064,-0.50,-0.62,-0.50,31,0,-16
44.066,-0.25,-0.75,-0.38,16,31,-31
44.068,0.00,-0.75,-0.50,16,47,-47
44.070,0.12,-0.75,-0.62,0,47,-47
44.072,0.12,-0.62,-0.62,0,63,-47
44.074,0.12,-0.50,-0.50,0,78,-47
44.076,0.12,-0.38,-0.50,-16,78,-47
44.078,0.00,-0.25,-0.38,-16,94,-63
44.080,-0.12,-0.25,-0.25,-16,109,-63
44.082,-0.12,-0.12,-0.25,-16,109,-63
44.084,0.00,-0.12,-0.12,-16,125,-63
44.086,0.12,0.00,-0.12,-16,141,-63
44.088,0.25,0.00,-0.12,-16,156,-63
44.090,0.38,0.12,-0.12,-31,156,-63
44.092,0.50,0.25,0.00,-31,172,-63
44.094,0.62,0.25,0.12,-16,172,-63
44.096,0.75,0.38,0.25,-16,172,-47
44.098,0.88,0.50,0.38,-16,188,-47
44.100,1.00,0.62,0.50,-16,188,-47
44.102,1.00,0.75,0.62,-16,188,-47
44.104,1.00,0.75,0.62,-16,188,-47
44.106,1.00,0.88,0.75,-16,188,-47
44.108,1.12,0.75,0.88,-16,188,-47
44.110,1.25,0.75,1.00,0,188,-47
44.112,1.25,0.75,1.12,0,188,-47
44.114,1.25,0.62,1.12,16,188,-31
44.116,1.12,0.50,1.25,16,172,-31
44.118,1.12,0.38,1.25,16,172,-31
44.120,1.12,0.25,1.38,16,156,-31
44.122,1.00,0.12,1.50,16,156,-31
44.124,0.88,0.00,1.50,16,156,-31
44.126,0.88,0.00,1.62,16,156,-31
44.128,1.00,0.00,1.62,16,141,-31
44.130,1.12,0.00,1.62,0,141,-16
44.132,1.38,0.00,1.62,0,141,-16
44.134,1.50,0.12,1.50,0,141,-16
44.136,1.62,0.12,1.50,-16,125,-16
44.138,1.75,0.25,1.50,-16,94,-16
44.960,1.00,0.12,-0.25,0,-16,0
44.962,1.00,0.12,-0.25,0,-16,0
44.964,1.00,0.12,-0.25,0,-16,0
44.966,1.00,0.12,-0.25,0,-16,0
44.968,0.88,0.38,-1.00,0,-16,0
44.970,-1.12,-0.12,-3.88,-16,-16,16
44.972,-3.62,-0.62,-8.12,-47,-63,16
44.974,-8.38,-1.25,-16.00,-94,-172,16
44.976,-12.88,-3.38,-16.00,-203,-406,47
44.978,-11.75,-0.88,-16.00,-453,-594,78
44.980,-8.75,1.75,-12.38,-31,344,-47
44.982,-5.75,2.12,-3.88,406,859,0
44.984,-0.50,1.38,1.62,516,1078,78
44.986,-0.25,-0.25,7.88,438,1250,63
44.988,3.00,0.25,11.50,391,1219,63
44.990,6.88,-1.00,15.88,422,1000,16
44.992,15.88,-0.12,15.88,391,828,16
44.994,15.88,-2.25,9.00,-16,78,-47
44.996,8.38,-1.75,6.25,-188,328,-31
44.998,4.00,-0.62,5.38,-234,328,-47
45.000,0.75,-1.38,-0.38,-469,281,16
45.002,0.25,-0.75,-0.62,-547,172,47
45.004,0.12,0.00,0.38,-422,156,47
45.006,-0.62,0.12,1.12,-234,328,31
45.008,-2.62,-0.12,1.62,-78,563,0
45.010,-3.62,0.38,3.38,78,563,0
45.012,-2.38,-0.12,2.00,-63,266,31
45.014,0.50,0.12,0.12,-172,63,16
45.016,1.38,0.25,-0.12,-203,16,-16
45.018,2.88,1.12,-0.12,-172,141,-16
45.020,4.75,1.75,1.50,-109,203,-31
45.022,5.75,2.25,2.25,-47,63,-31
45.024,5.75,2.38,3.50,47,-31,-63
45.026,6.00,2.38,3.88,47,-63,-78
45.028,5.50,2.12,3.75,16,-78,-47
45.030,4.62,1.88,3.38,-16,-109,-16
45.032,4.38,2.00,3.25,-31,-156,16
45.034,4.12,2.00,3.50,-16,-203,16
45.036,3.62,1.75,3.50,0,-234,31
45.038,2.75,1.38,3.38,47,-281,47
45.040,2.00,1.12,3.00,47,-313,47
45.042,1.25,1.12,2.62,47,-344,63
45.044,-0.12,0.88,2.38,31,-328,63
45.046,-0.50,0.75,2.62,31,-281,78
45.048,-1.25,0.50,2.25,16,-250,63
45.050,-2.25,-0.12,0.62,-16,-172,31
45.052,-3.00,-0.12,1.62,47,-172,31
45.054,-3.62,0.25,1.50,156,-297,63
45.056,-4.25,-0.75,0.75,125,-359,109
45.058,-4.25,-1.62,0.25,47,-297,141
45.060,-2.00,-1.25,1.12,31,-203,141
45.062,-1.12,-0.88,1.50,78,-109,109
45.064,0.25,-0.62,1.88,78,-78,78
45.066,0.88,-0.25,1.62,63,-141,47
45.068,1.12,-0.12,1.00,16,-203,0
45.070,3.88,0.25,1.25,0,-156,16
45.072,6.12,0.50,0.62,0,-188,47
45.074,8.25,0.50,0.75,47,-203,94
45.076,8.38,-0.12,1.12,94,-219,109
45.078,4.38,-0.62,1.25,94,-234,109
45.080,2.50,-0.38,1.12,78,-281,78
45.082,1.50,-0.50,0.62,-16,-469,16
45.084,0.38,-0.38,0.88,-31,-406,16
45.086,0.25,0.00,1.12,-16,-281,16
45.088,-0.38,-0.12,0.62,0,-172,31
45.090,-1.62,-0.50,0.62,-16,-94,31
45.092,-2.62,-1.25,-0.75,-47,-125,31
45.094,-3.50,-1.75,-1.00,-47,-219,47
45.096,-3.75,-2.00,-1.50,0,-313,63
45.098,-3.25,-1.75,-2.12,-31,-234,47
45.100,-0.88,-0.50,-2.00,-47,-141,16
45.102,-0.12,0.12,-2.12,-78,-31,-16
45.104,0.12,0.62,-2.25,-94,-16,-16
45.106,-0.88,0.62,-2.38,-63,-63,-16
45.108,-1.50,0.62,-2.25,-31,-125,0
45.110,-1.62,0.50,-2.00,0,-109,-16
45.112,-0.88,0.38,-1.50,0,-63,-16
